preferred_category,preferred_type,preferred_genre,content_category,content_type,primary_genre,category_match,type_match,genre_overlap_count,genre_overlap_ratio,view_count,log_views,days_since_publish,freshness_score,label
SERIES,SERIES,Drama,SERIES,SERIES,Drama,1.0,1.0,2,1.0,,,81,0.91,
DOCUMENTARY,DOCUMENTARY,History,SERIES,SERIES,Comedy,0.0,0.0,0,0.0,4380.0,8.385032287813898,761,0.1544444444444445,0.04132065885822939
MOVIE,FILM,Comedy,SERIES,SERIES,Action,1.0,1.0,0,0.0,4957.0,8.508757712595136,381,0.5766666666666667,0.7267918011823952
MOVIE,FILM,Sci-Fi,DOCUMENTARY,DOCUMENTARY,History,1.0,1.0,1,0.5,4323.0,8.371936178759098,454,0.4955555555555555,0.7929545234884591
SERIES,SERIES,Drama,DOCUMENTARY,DOCUMENTARY,Science,1.0,1.0,0,0.0,3929.0,8.276394704863307,77,0.9144444444444444,0.7880873529159867
MOVIE,FILM,Action,MOVIE,FILM,Action,1.0,1.0,2,1.0,3243.0,8.084562415235304,201,0.7766666666666666,1.0
,SERIES,Drama,MOVIE,FILM,Comedy,0.0,0.0,0,0.0,1994.0,7.598399329323964,373,0.5855555555555556,0.12111393501394206
DOCUMENTARY,DOCUMENTARY,History,MOVIE,FILM,Drama,0.0,0.0,0,0.0,345.0,5.846438775057725,11,0.9877777777777778,0.0793193068375615
MOVIE,FILM,Comedy,MOVIE,FILM,Sci-Fi,1.0,1.0,0,0.0,1945.0,7.57353126274595,428,0.5244444444444445,0.7309782155219636
MOVIE,FILM,Sci-Fi,SERIES,SERIES,Drama,0.0,0.0,0,0.0,,6.860663671448287,118,0.8688888888888888,0.12952638005773032
SERIES,SERIES,Drama,SERIES,SERIES,Comedy,1.0,1.0,0,0.0,1308.0,7.1770187659099,310,0.6555555555555556,0.6692952793234005
MOVIE,FILM,Action,SERIES,SERIES,Action,0.0,0.0,2,1.0,1389.0,7.237059026124737,722,0.19777777777777783,0.2912135630474299
SERIES,SERIES,Drama,DOCUMENTARY,DOCUMENTARY,History,0.0,0.0,0,0.0,2145.0,7.671360923190644,366,0.5933333333333333,0.10436430544073408
DOCUMENTARY,DOCUMENTARY,History,DOCUMENTARY,DOCUMENTARY,Science,1.0,1.0,0,0.0,4181.0,8.338544879988579,103,0.8855555555555555,0.762298013236866
MOVIE,FILM,Comedy,,FILM,Action,0.0,1.0,0,0.0,4116.0,8.322880021769905,97,0.8922222222222222,0.4115306411052208
MOVIE,FILM,Sci-Fi,MOVIE,FILM,Comedy,1.0,1.0,0,0.0,3396.0,8.130647968160584,366,0.5933333333333333,0.7242064890305796
SERIES,SERIES,Drama,MOVIE,FILM,Drama,0.0,0.0,1,0.5,3564.0,8.178919332848396,202,0.7755555555555556,0.2781146499135857
MOVIE,FILM,,MOVIE,FILM,Sci-Fi,1.0,1.0,0,0.0,,7.557994958530806,376,0.5822222222222222,0.7485943282241241
SERIES,SERIES,Drama,SERIES,SERIES,Drama,1.0,1.0,2,1.0,355.0,5.87493073085203,746,0.1711111111111111,0.8172102657458601
DOCUMENTARY,DOCUMENTARY,,SERIES,SERIES,Comedy,0.0,0.0,0,0.0,996.0,6.904750769961838,211,0.7655555555555555,0.09772018011025549
MOVIE,FILM,Comedy,SERIES,SERIES,Action,1.0,1.0,0,0.0,4578.0,8.429235912657095,304,0.6622222222222223,0.7187459621188242
MOVIE,FILM,Sci-Fi,DOCUMENTARY,DOCUMENTARY,History,1.0,1.0,1,0.5,1658.0,7.413970290190444,442,0.508888888888889,0.7712769107745929
SERIES,SERIES,Drama,DOCUMENTARY,DOCUMENTARY,Science,1.0,1.0,0,0.0,1356.0,7.213031659834869,832,0.0755555555555556,0.66243896579068
MOVIE,FILM,Action,MOVIE,FILM,Action,1.0,1.0,2,1.0,2465.0,7.81035268372429,294,0.6733333333333333,0.9995087450999788
SERIES,SERIES,Drama,MOVIE,FILM,Comedy,0.0,0.0,0,0.0,473.0,6.161207321695077,169,0.8122222222222222,0.07600833008648264
DOCUMENTARY,DOCUMENTARY,History,MOVIE,FILM,Drama,0.0,0.0,0,0.0,505.0,6.226536669287466,183,0.7966666666666666,0.11743219113530713
MOVIE,FILM,Comedy,MOVIE,FILM,Sci-Fi,1.0,1.0,0,0.0,4709.0,8.457443187010464,649,0.27888888888888885,0.658002820956709
MOVIE,FILM,Sci-Fi,SERIES,SERIES,Drama,0.0,0.0,0,0.0,2246.0,7.717351272185329,70,0.9222222222222223,0.10636420049932228
SERIES,SERIES,Drama,SERIES,SERIES,Comedy,1.0,1.0,0,0.0,2919.0,7.979338895262328,762,0.15333333333333332,0.7151188707818226
,FILM,Action,SERIES,SERIES,Action,0.0,0.0,2,1.0,,,594,0.33999999999999997,
SERIES,SERIES,Drama,DOCUMENTARY,DOCUMENTARY,History,0.0,0.0,0,0.0,,5.2574953720277815,864,0.040000000000000036,0.04123302076822
DOCUMENTARY,DOCUMENTARY,History,,DOCUMENTARY,Science,0.0,1.0,0,0.0,1545.0,7.343426229147367,197,0.7811111111111111,0.3346120175366032
MOVIE,FILM,Comedy,MOVIE,FILM,Action,1.0,1.0,0,0.0,4636.0,8.441822884391462,502,0.4422222222222222,0.7576109618835863
MOVIE,FILM,Sci-Fi,MOVIE,FILM,Comedy,1.0,1.0,0,0.0,731.0,6.595780513961311,50,0.9444444444444444,0.7618385978956898
SERIES,SERIES,Drama,MOVIE,FILM,Drama,0.0,0.0,1,0.5,2766.0,7.925518979786926,781,0.13222222222222224,0.16297175574176737
MOVIE,FILM,Action,MOVIE,FILM,Sci-Fi,1.0,1.0,1,0.5,,6.756932389247553,622,0.3088888888888889,0.8181860948077638
SERIES,SERIES,Drama,SERIES,SERIES,Drama,1.0,1.0,2,1.0,2158.0,7.677400430514807,69,0.9233333333333333,0.944160530156076
DOCUMENTARY,DOCUMENTARY,History,SERIES,SERIES,Comedy,0.0,0.0,0,0.0,4118.0,8.323365694436081,283,0.6855555555555555,0.14102421422785116
MOVIE,FILM,Comedy,SERIES,SERIES,Action,1.0,1.0,0,0.0,1906.0,7.553286605600419,500,0.4444444444444444,0.6882950638711091
MOVIE,FILM,Sci-Fi,DOCUMENTARY,DOCUMENTARY,History,1.0,1.0,1,0.5,1255.0,7.135687347028144,557,0.38111111111111107,0.8037031916464499
SERIES,SERIES,,DOCUMENTARY,DOCUMENTARY,Science,1.0,1.0,0,0.0,761.0,6.635946555686647,609,0.32333333333333336,0.6670767606874207
MOVIE,FILM,Action,MOVIE,FILM,Action,1.0,1.0,2,1.0,1000.0,6.90875477931522,325,0.6388888888888888,0.937174923603478
SERIES,SERIES,Drama,MOVIE,FILM,Comedy,0.0,0.0,0,0.0,3530.0,8.169336395928386,256,0.7155555555555555,0.12870383566408955
DOCUMENTARY,DOCUMENTARY,History,MOVIE,FILM,Drama,0.0,0.0,0,0.0,4384.0,8.385944904806284,142,0.8422222222222222,0.12917029396893237
MOVIE,FILM,Comedy,MOVIE,FILM,Sci-Fi,1.0,1.0,0,0.0,1632.0,7.398174092970465,728,0.19111111111111112,0.6915443290997378
,FILM,Sci-Fi,SERIES,SERIES,Drama,0.0,0.0,0,0.0,2930.0,7.983098940710892,825,0.08333333333333337,0.04354993238525905
SERIES,SERIES,Drama,SERIES,SERIES,Comedy,1.0,1.0,0,0.0,3204.0,8.07246736935477,398,0.5577777777777777,0.7270514048627812
MOVIE,FILM,Action,SERIES,SERIES,Action,0.0,0.0,2,1.0,,6.81783057145415,340,0.6222222222222222,0.31995822911093397
SERIES,SERIES,Drama,,DOCUMENTARY,History,0.0,0.0,0,0.0,720.0,6.580639137284949,498,0.44666666666666666,0.14080590696355288
DOCUMENTARY,DOCUMENTARY,History,DOCUMENTARY,DOCUMENTARY,Science,1.0,1.0,0,0.0,2827.0,7.947325027016463,826,0.0822222222222222,0.6165057542938249
MOVIE,FILM,,MOVIE,FILM,Action,1.0,1.0,0,0.0,4247.0,8.354203562921775,231,0.7433333333333334,0.7692912466532086
MOVIE,FILM,,MOVIE,FILM,Comedy,1.0,1.0,0,0.0,2852.0,7.9561263512135,37,0.9588888888888889,0.792286673971467
SERIES,SERIES,Drama,MOVIE,FILM,Drama,0.0,0.0,1,0.5,4020.0,8.299285906897275,374,0.5844444444444444,0.1897653954072423
MOVIE,FILM,Action,MOVIE,FILM,Sci-Fi,1.0,1.0,1,0.5,3335.0,8.112527763478637,474,0.4733333333333334,0.8902672205988066
SERIES,SERIES,Drama,SERIES,SERIES,Drama,1.0,1.0,2,1.0,4651.0,8.445052513638554,718,0.2022222222222222,0.9476204974378644
DOCUMENTARY,DOCUMENTARY,History,SERIES,SERIES,Comedy,0.0,0.0,0,0.0,,6.9874902470009905,637,0.29222222222222227,0.08941190463580287
MOVIE,FILM,Comedy,SERIES,SERIES,Action,1.0,1.0,0,0.0,4718.0,8.459352191726387,61,0.9322222222222222,0.751660008685116
MOVIE,FILM,Sci-Fi,DOCUMENTARY,DOCUMENTARY,History,1.0,1.0,1,0.5,786.0,6.668228248417403,40,0.9555555555555556,0.8586753408019616
SERIES,SERIES,Drama,DOCUMENTARY,DOCUMENTARY,Science,1.0,1.0,0,0.0,,,798,0.11333333333333329,
MOVIE,FILM,Action,MOVIE,FILM,Action,1.0,1.0,2,1.0,1288.0,7.161622002939187,257,0.7144444444444444,0.9749897934582041
SERIES,SERIES,Drama,MOVIE,FILM,Comedy,0.0,0.0,0,0.0,674.0,6.51471269087253,529,0.41222222222222227,0.11221208909933925
DOCUMENTARY,DOCUMENTARY,History,MOVIE,FILM,Drama,0.0,0.0,0,0.0,4865.0,8.490027523343468,195,0.7833333333333333,0.12150621552848023
MOVIE,FILM,Comedy,,FILM,Sci-Fi,1.0,1.0,0,0.0,3386.0,8.127699852817772,720,0.19999999999999996,0.6487798017628493
MOVIE,FILM,,SERIES,SERIES,Drama,0.0,0.0,0,0.0,1326.0,7.190676034332207,525,0.41666666666666663,0.09835803869080365
SERIES,SERIES,Drama,SERIES,SERIES,Comedy,1.0,1.0,0,0.0,4519.0,8.416267272826277,579,0.3566666666666667,0.7207068213821828
MOVIE,FILM,Action,,SERIES,Action,0.0,0.0,2,1.0,2842.0,7.952615111651,256,0.7155555555555555,0.3665402974607713
SERIES,SERIES,Drama,DOCUMENTARY,DOCUMENTARY,History,0.0,0.0,0,0.0,4780.0,8.472405008626103,176,0.8044444444444444,0.1404645450118655
DOCUMENTARY,DOCUMENTARY,History,DOCUMENTARY,DOCUMENTARY,Science,1.0,1.0,0,0.0,114.0,4.74493212836325,750,0.16666666666666663,0.6496274099991025
MOVIE,FILM,,MOVIE,FILM,Action,1.0,1.0,0,0.0,244.0,5.501258210544727,221,0.7544444444444445,0.6920248059218371
MOVIE,FILM,Sci-Fi,MOVIE,FILM,Comedy,1.0,1.0,0,0.0,3979.0,8.289037098278483,730,0.18888888888888888,0.6496832508509032
SERIES,SERIES,Drama,MOVIE,FILM,Drama,0.0,0.0,1,0.5,4284.0,8.36287583103188,444,0.5066666666666666,0.15877110623973928
MOVIE,FILM,Action,MOVIE,FILM,Sci-Fi,1.0,1.0,1,0.5,2464.0,7.80994708647679,353,0.6077777777777778,0.8425971120640533
SERIES,SERIES,Drama,SERIES,SERIES,Drama,1.0,1.0,2,1.0,3864.0,8.259716961021523,351,0.61,0.955206389663298
DOCUMENTARY,DOCUMENTARY,History,SERIES,SERIES,Comedy,0.0,0.0,0,0.0,228.0,5.43372200355424,871,0.03222222222222226,0.014172466657683144
MOVIE,FILM,Comedy,SERIES,SERIES,Action,1.0,1.0,0,0.0,3057.0,8.025516386489008,134,0.8511111111111112,0.6521115080984881
MOVIE,FILM,Sci-Fi,,DOCUMENTARY,History,1.0,1.0,1,0.5,2128.0,7.663407664893479,839,0.06777777777777783,0.7434178433087016
SERIES,SERIES,Drama,DOCUMENTARY,DOCUMENTARY,Science,1.0,1.0,0,0.0,3815.0,8.246958032568177,97,0.8922222222222222,0.7795005885757313
MOVIE,FILM,Action,MOVIE,FILM,Action,1.0,1.0,2,1.0,4983.0,8.51398806046729,801,0.10999999999999999,0.8889011669335163
SERIES,SERIES,,MOVIE,FILM,Comedy,0.0,0.0,0,0.0,397.0,5.986452005284438,852,0.053333333333333344,0.0427575370198583
DOCUMENTARY,DOCUMENTARY,History,MOVIE,FILM,Drama,0.0,0.0,0,0.0,2452.0,7.8050670442584895,256,0.7155555555555555,0.06452417951966893
MOVIE,FILM,Comedy,MOVIE,FILM,Sci-Fi,1.0,1.0,0,0.0,1653.0,7.4109518755836366,746,0.1711111111111111,0.7132098394733709
MOVIE,FILM,Sci-Fi,SERIES,SERIES,Drama,0.0,0.0,0,0.0,3513.0,8.164510268747042,446,0.5044444444444445,0.08241032694834657
SERIES,SERIES,Drama,,SERIES,Comedy,0.0,1.0,0,0.0,3640.0,8.200013648175434,604,0.3288888888888889,0.35803460588639696
MOVIE,FILM,Action,SERIES,SERIES,Action,0.0,0.0,2,1.0,2109.0,7.6544432264701125,308,0.6577777777777778,0.4095709192074288
SERIES,SERIES,Drama,DOCUMENTARY,DOCUMENTARY,History,0.0,0.0,0,0.0,2412.0,7.7886260656250315,535,0.40555555555555556,0.12066487442046003
,DOCUMENTARY,History,DOCUMENTARY,DOCUMENTARY,Science,1.0,1.0,0,0.0,3424.0,8.138856750696325,158,0.8244444444444444,0.7294201724755942
,FILM,,MOVIE,FILM,Action,1.0,1.0,0,0.0,3040.0,8.019941687677365,519,0.42333333333333334,0.6801809130657888
MOVIE,FILM,Sci-Fi,MOVIE,FILM,Comedy,1.0,1.0,0,0.0,,,54,0.94,
SERIES,SERIES,Drama,MOVIE,FILM,Drama,0.0,0.0,1,0.5,4581.0,8.42989086301344,393,0.5633333333333334,0.2290964624010225
MOVIE,FILM,Action,MOVIE,FILM,Sci-Fi,1.0,1.0,1,0.5,2898.0,7.972121128921655,359,0.6011111111111112,0.8323860365454592
,SERIES,Drama,SERIES,SERIES,Drama,1.0,1.0,2,1.0,813.0,6.70196036600254,550,0.38888888888888884,0.9168180550543517
DOCUMENTARY,DOCUMENTARY,History,SERIES,SERIES,Comedy,0.0,0.0,0,0.0,,8.318010277546872,507,0.43666666666666665,0.12465103875481293
MOVIE,FILM,Comedy,SERIES,SERIES,Action,1.0,1.0,0,0.0,2985.0,8.001689978099135,385,0.5722222222222222,0.7093589920382167
MOVIE,FILM,Sci-Fi,DOCUMENTARY,DOCUMENTARY,History,1.0,1.0,1,0.5,3450.0,8.146419323098003,391,0.5655555555555556,0.9017495364493331
SERIES,SERIES,Drama,DOCUMENTARY,DOCUMENTARY,Science,1.0,1.0,0,0.0,3901.0,8.269244521183056,379,0.5788888888888889,0.7173633636733789
MOVIE,FILM,Action,MOVIE,FILM,Action,1.0,1.0,2,1.0,1881.0,7.540090320145325,270,0.7,1.0
SERIES,SERIES,Drama,MOVIE,FILM,Comedy,0.0,0.0,0,0.0,423.0,6.049733455231958,784,0.12888888888888894,0.05049617581568307
DOCUMENTARY,DOCUMENTARY,History,MOVIE,FILM,Drama,0.0,0.0,0,0.0,1397.0,7.242797922793756,162,0.8200000000000001,0.14307903018767792
MOVIE,FILM,,MOVIE,FILM,Sci-Fi,1.0,1.0,0,0.0,4532.0,8.41913925094085,116,0.8711111111111112,0.7227911762364277
MOVIE,FILM,Sci-Fi,,SERIES,Drama,0.0,0.0,0,0.0,1438.0,7.271703706887368,645,0.2833333333333333,0.03503923979743262
SERIES,SERIES,Drama,SERIES,SERIES,Comedy,1.0,1.0,0,0.0,1799.0,7.495541943884256,300,0.6666666666666667,0.7337713650677131
MOVIE,FILM,Action,SERIES,SERIES,Action,0.0,0.0,2,1.0,308.0,5.733341276897746,19,0.9788888888888889,0.39302700294906057
SERIES,SERIES,Drama,DOCUMENTARY,DOCUMENTARY,History,0.0,0.0,0,0.0,1296.0,7.167809184316444,38,0.9577777777777777,0.12884240254586476
DOCUMENTARY,DOCUMENTARY,History,DOCUMENTARY,DOCUMENTARY,Science,1.0,1.0,0,0.0,1516.0,7.324489979348532,601,0.3322222222222222,0.647183710966816
MOVIE,FILM,Comedy,MOVIE,FILM,Action,1.0,1.0,0,0.0,4397.0,8.388905171114706,51,0.9433333333333334,0.7108096053273857
MOVIE,FILM,Sci-Fi,MOVIE,FILM,Comedy,1.0,1.0,0,0.0,1652.0,7.410347097821024,256,0.7155555555555555,0.681676339480284
SERIES,SERIES,,MOVIE,FILM,Drama,0.0,0.0,1,0.5,1554.0,7.349230824613334,19,0.9788888888888889,0.19752347361010006
MOVIE,FILM,Action,MOVIE,FILM,Sci-Fi,1.0,1.0,1,0.5,,7.271703706887368,254,0.7177777777777778,0.8473810217029122
SERIES,SERIES,Drama,SERIES,SERIES,Drama,1.0,1.0,2,1.0,1454.0,7.282761179605593,570,0.3666666666666667,0.9627858117828212
DOCUMENTARY,DOCUMENTARY,,SERIES,SERIES,Comedy,0.0,0.0,0,0.0,2560.0,7.848153086199526,702,0.21999999999999997,0.05647820677536474
,FILM,Comedy,SERIES,SERIES,Action,1.0,1.0,0,0.0,4296.0,8.365672383774996,367,0.5922222222222222,0.6485905456521979
MOVIE,FILM,Sci-Fi,DOCUMENTARY,DOCUMENTARY,History,1.0,1.0,1,0.5,2689.0,7.897296472595885,149,0.8344444444444444,0.8528207260681675
SERIES,SERIES,Drama,DOCUMENTARY,DOCUMENTARY,Science,1.0,1.0,0,0.0,4052.0,8.307212626628308,254,0.7177777777777778,0.7238147528860367
MOVIE,FILM,Action,MOVIE,FILM,Action,1.0,1.0,2,1.0,3740.0,8.227108234348146,298,0.6688888888888889,1.0
SERIES,SERIES,Drama,,FILM,Comedy,0.0,0.0,0,0.0,4786.0,8.473659189392508,149,0.8344444444444444,0.07739101456526891
DOCUMENTARY,DOCUMENTARY,History,MOVIE,FILM,Drama,0.0,0.0,0,0.0,855.0,6.752270376141742,887,0.014444444444444482,0.01973420692709854
MOVIE,FILM,Comedy,,FILM,Sci-Fi,0.0,1.0,0,0.0,,,467,0.48111111111111116,
MOVIE,FILM,Sci-Fi,SERIES,SERIES,Drama,0.0,0.0,0,0.0,566.0,6.340359303727752,123,0.8633333333333333,0.1280120582569642
SERIES,SERIES,Drama,,SERIES,Comedy,1.0,1.0,0,0.0,2052.0,7.627057417018934,695,0.22777777777777775,0.6935752029477993
MOVIE,FILM,Action,SERIES,SERIES,Action,0.0,0.0,2,1.0,4339.0,8.375629627094451,540,0.4,0.3206625536755806
SERIES,SERIES,Drama,DOCUMENTARY,DOCUMENTARY,History,0.0,0.0,0,0.0,4299.0,8.366370301681654,200,0.7777777777777778,0.12485995194496974
DOCUMENTARY,DOCUMENTARY,History,DOCUMENTARY,DOCUMENTARY,Science,1.0,1.0,0,0.0,228.0,5.43372200355424,207,0.77,0.7444781614797084
MOVIE,FILM,Comedy,MOVIE,FILM,Action,1.0,1.0,0,0.0,572.0,6.35088571671474,446,0.5044444444444445,0.6743860136186158
MOVIE,FILM,Sci-Fi,MOVIE,FILM,Comedy,1.0,1.0,0,0.0,3294.0,8.100161446936607,207,0.77,0.7593424749091865
SERIES,SERIES,Drama,MOVIE,FILM,Drama,0.0,0.0,1,0.5,130.0,4.875197323201151,170,0.8111111111111111,0.18158856426321673
MOVIE,FILM,,MOVIE,FILM,Sci-Fi,1.0,1.0,1,0.5,2462.0,7.809135398120538,743,0.1744444444444444,0.802002752065482
SERIES,SERIES,,SERIES,SERIES,Drama,1.0,1.0,2,1.0,3049.0,8.022896869601457,39,0.9566666666666667,0.9966862149857075
DOCUMENTARY,DOCUMENTARY,History,SERIES,SERIES,Comedy,0.0,0.0,0,0.0,4880.0,8.493105395887147,472,0.4755555555555555,0.06681389800262408
MOVIE,FILM,Comedy,SERIES,SERIES,Action,1.0,1.0,0,0.0,3219.0,8.077136638538454,270,0.7,0.7252178268004016
MOVIE,FILM,Sci-Fi,DOCUMENTARY,DOCUMENTARY,History,1.0,1.0,1,0.5,3232.0,8.081165777725433,812,0.09777777777777774,0.7670178655432577
SERIES,SERIES,Drama,DOCUMENTARY,DOCUMENTARY,Science,1.0,1.0,0,0.0,1265.0,7.143617602704121,587,0.34777777777777774,0.6543761495394994
MOVIE,FILM,Action,MOVIE,FILM,Action,1.0,1.0,2,1.0,3541.0,8.17244681834278,578,0.35777777777777775,0.9214913213886698
SERIES,SERIES,,MOVIE,FILM,Comedy,0.0,0.0,0,0.0,3635.0,8.19863945529737,235,0.7388888888888889,0.07720762740683847
DOCUMENTARY,DOCUMENTARY,History,,FILM,Drama,0.0,0.0,0,0.0,1328.0,7.192182058713246,582,0.3533333333333334,0.07698251085041188
MOVIE,FILM,Comedy,MOVIE,FILM,Sci-Fi,1.0,1.0,0,0.0,3991.0,8.292047637431354,814,0.0955555555555555,0.6319065357862352
MOVIE,FILM,,SERIES,SERIES,Drama,0.0,0.0,0,0.0,4320.0,8.371242135931933,82,0.9088888888888889,0.14945372018276235
SERIES,SERIES,Drama,SERIES,SERIES,Comedy,1.0,1.0,0,0.0,2564.0,7.84971375760487,762,0.15333333333333332,0.6347765779959349
MOVIE,FILM,Action,SERIES,SERIES,Action,0.0,0.0,2,1.0,2870.0,7.962415680121064,183,0.7966666666666666,0.33806633333310787
SERIES,SERIES,Drama,DOCUMENTARY,DOCUMENTARY,History,0.0,0.0,0,0.0,1151.0,7.049254841255837,845,0.061111111111111116,0.018703030381348358
DOCUMENTARY,DOCUMENTARY,History,DOCUMENTARY,DOCUMENTARY,Science,1.0,1.0,0,0.0,4825.0,8.481773246184977,627,0.30333333333333334,0.7277845051826229
,FILM,Comedy,MOVIE,FILM,Action,1.0,1.0,0,0.0,1815.0,7.504391559161238,368,0.5911111111111111,0.7223726608536589
MOVIE,FILM,Sci-Fi,MOVIE,FILM,Comedy,1.0,1.0,0,0.0,4771.0,8.470520783217808,861,0.043333333333333335,0.6556280782935252
SERIES,SERIES,Drama,MOVIE,FILM,Drama,0.0,0.0,1,0.5,1869.0,7.533693709848633,588,0.3466666666666667,0.20311133305364118
MOVIE,FILM,Action,MOVIE,FILM,Sci-Fi,1.0,1.0,1,0.5,2881.0,7.966239776559467,227,0.7477777777777778,0.7869675174759292
,SERIES,Drama,SERIES,SERIES,Drama,1.0,1.0,2,1.0,4856.0,8.488176242345745,228,0.7466666666666666,0.9710978867211983
DOCUMENTARY,DOCUMENTARY,History,SERIES,SERIES,Comedy,0.0,0.0,0,0.0,,,222,0.7533333333333333,
MOVIE,FILM,Comedy,SERIES,SERIES,Action,1.0,1.0,0,0.0,4750.0,8.46611040118692,575,0.36111111111111116,0.6977086636418
MOVIE,FILM,Sci-Fi,DOCUMENTARY,DOCUMENTARY,History,1.0,1.0,1,0.5,2317.0,7.748460023899697,534,0.4066666666666666,0.8171416618479677
SERIES,SERIES,Drama,DOCUMENTARY,DOCUMENTARY,Science,1.0,1.0,0,0.0,833.0,6.726233402358747,203,0.7744444444444445,0.7437826665108603
MOVIE,FILM,Action,MOVIE,FILM,Action,1.0,1.0,2,1.0,1934.0,7.5678626054638825,692,0.23111111111111116,0.9436142133237143
SERIES,SERIES,Drama,,FILM,Comedy,0.0,0.0,0,0.0,4661.0,8.447199819595703,748,0.16888888888888887,0.0
DOCUMENTARY,DOCUMENTARY,History,MOVIE,FILM,Drama,0.0,0.0,0,0.0,4552.0,8.423541635334782,453,0.4966666666666667,0.03663483503664601
MOVIE,FILM,Comedy,MOVIE,FILM,Sci-Fi,1.0,1.0,0,0.0,1024.0,6.932447891572509,627,0.30333333333333334,0.6874529515840179
MOVIE,FILM,Sci-Fi,SERIES,SERIES,Drama,0.0,0.0,0,0.0,1531.0,7.3343293503005365,534,0.4066666666666666,0.051817389144410426
SERIES,SERIES,Drama,SERIES,SERIES,Comedy,1.0,1.0,0,0.0,4862.0,8.489410810403786,494,0.45111111111111113,0.7422025836906143
MOVIE,FILM,,SERIES,SERIES,Action,0.0,0.0,0,0.0,3807.0,8.244859395911256,503,0.4411111111111111,0.07129969895193777
SERIES,SERIES,Drama,DOCUMENTARY,DOCUMENTARY,History,0.0,0.0,0,0.0,2143.0,7.670428522190693,760,0.15555555555555556,0.0
DOCUMENTARY,DOCUMENTARY,History,DOCUMENTARY,DOCUMENTARY,Science,1.0,1.0,0,0.0,4126.0,8.325306029752582,839,0.06777777777777783,0.6257387204046916
MOVIE,FILM,Comedy,MOVIE,FILM,Action,1.0,1.0,0,0.0,3821.0,8.248529124800218,201,0.7766666666666666,0.6518365155213061
MOVIE,FILM,Sci-Fi,MOVIE,FILM,Comedy,1.0,1.0,0,0.0,1708.0,7.443663683115591,732,0.18666666666666665,0.6647258502509152
SERIES,SERIES,,MOVIE,FILM,Drama,0.0,0.0,1,0.5,4724.0,8.460622839927844,76,0.9155555555555556,0.24350679991508115
MOVIE,FILM,Action,MOVIE,FILM,Sci-Fi,1.0,1.0,1,0.5,1524.0,7.329749689041512,604,0.3288888888888889,0.792731672880061
SERIES,SERIES,Drama,SERIES,SERIES,Drama,1.0,1.0,2,1.0,3653.0,8.203577736937952,704,0.21777777777777774,0.950604494446172
DOCUMENTARY,DOCUMENTARY,History,SERIES,SERIES,Comedy,0.0,0.0,0,0.0,1906.0,7.553286605600419,156,0.8266666666666667,0.15219242445372488
MOVIE,FILM,Comedy,,SERIES,Action,1.0,1.0,0,0.0,1753.0,7.469654172932128,845,0.061111111111111116,0.6541979214012372
MOVIE,FILM,Sci-Fi,DOCUMENTARY,DOCUMENTARY,History,1.0,1.0,1,0.5,,8.402231172946555,792,0.12,0.7253024396332346
SERIES,SERIES,,DOCUMENTARY,DOCUMENTARY,Science,1.0,1.0,0,0.0,2569.0,7.851661177889265,236,0.7377777777777778,0.7471924970942756
MOVIE,FILM,Action,,FILM,Action,0.0,1.0,2,1.0,98.0,4.59511985013459,95,0.8944444444444445,0.6465280061891888
SERIES,SERIES,Drama,MOVIE,FILM,Comedy,0.0,0.0,0,0.0,2661.0,7.8868329989550565,478,0.4688888888888889,0.09122322710006416
DOCUMENTARY,DOCUMENTARY,History,MOVIE,FILM,Drama,0.0,0.0,0,0.0,3507.0,8.162801353492073,95,0.8944444444444445,0.15516795405031936
MOVIE,FILM,Comedy,MOVIE,FILM,Sci-Fi,1.0,1.0,0,0.0,3455.0,8.147867129923947,538,0.40222222222222226,0.6614901221280532
MOVIE,FILM,Sci-Fi,SERIES,SERIES,Drama,0.0,0.0,0,0.0,3497.0,8.159946655578548,33,0.9633333333333334,0.1928624244992366
SERIES,SERIES,Drama,SERIES,SERIES,Comedy,1.0,1.0,0,0.0,1138.0,7.037905963447182,69,0.9233333333333333,0.7148300827988426
MOVIE,FILM,Action,SERIES,SERIES,Action,0.0,0.0,2,1.0,1046.0,6.953684210870537,174,0.8066666666666666,0.3740486176421169
SERIES,SERIES,Drama,,DOCUMENTARY,History,0.0,0.0,0,0.0,,,379,0.5788888888888889,
DOCUMENTARY,DOCUMENTARY,History,DOCUMENTARY,DOCUMENTARY,Science,1.0,1.0,0,0.0,4742.0,8.464425125877582,376,0.5822222222222222,0.6879339488302434
MOVIE,FILM,Comedy,MOVIE,FILM,Action,1.0,1.0,0,0.0,3859.0,8.258422462458876,253,0.7188888888888889,0.7740840481237997
MOVIE,FILM,Sci-Fi,MOVIE,FILM,Comedy,1.0,1.0,0,0.0,4733.0,8.46252579007393,19,0.9788888888888889,0.7476731199325255
SERIES,SERIES,,MOVIE,FILM,Drama,0.0,0.0,0,0.0,1779.0,7.484368643286131,794,0.11777777777777776,0.07023931656858896
MOVIE,FILM,Action,,FILM,Sci-Fi,1.0,1.0,1,0.5,2772.0,7.927685045615778,632,0.2977777777777778,0.8121205951976477
SERIES,SERIES,Drama,SERIES,SERIES,Drama,1.0,1.0,2,1.0,705.0,6.559615237493242,467,0.48111111111111116,0.934116211931076
